index,station,parm
143130,JKJA,0.1535828939928773
143237,JLSA,0.34023374335932355
23,JMJ,0.28321159932987106
153143,JMJ2,-6.289182032176146
106490,JNHA,0.22307467806894454
20741,JNPA,0.19065646228036515
143294,JNUA,0.3864914285888472
106491,JNYA,0.3199797990691605
111418,JODB,-0.07776911219889604
19,JRB,-0.049599017003149164
30,JSB,0.15718863498244257
141104,JUC,-0.5224253439879605
111460,JUCA,0.2517206253842783
76,JUR,-0.7019354070290602
136228,JURA,0.40764561342928424
80553,KAWA,0.42914015552258455
23511,KCH2,-0.6263347753701645
143303,KH2B,-0.19369636160978324
140496,KIP,-0.7017644444839364
8649,KJM,-0.21249701542103072
144063,KKDA,0.296684364929791
6,KMC,-0.23136550085695345
7,KMSA,-0.027242481303275744
143743,KMSB,0.0637433127116561
176248,KNUC,0.06788038868431419
11312,KNUD,-0.5665569038185734
171,KOHB,-0.3648841086444174
9,KOJ2,-0.1817917370346251
106123,KOSB,0.2439953465880282
7492,KRN,-0.2851451054895081
25,KSA,-0.1722271000039755
5716,KUJA,0.5829321173141147
20871,KWJ2,-0.14358436975313746
20870,KWJU,0.3495121276387417
143880,LIWA,0.06085414321116357
143491,LMGA,0.4079711632297418
45,MAK,-0.1805313350782717
111794,MALA,0.3563006126265834
242,MAN,-0.6092051415767238
143835,MANA,0.18793280805792903
24675,MAS2,-1.0392454555115869
1,MGB,0.19237862284858334
80490,MGY2,-0.10237736915684106
43,MIYA,0.04267329039735648
144076,MJDB,0.007391207928061645
37,MKL,-0.2608238575227424
107919,MLGA,0.14241583351237136
108140,MMD,-0.9153200625759081
20878,MND,-0.23395263071117578
143286,MNDB,0.04098835044263154
143062,MOGA,0.3302943668159116
249,MOP,0.17838428328780445
112180,MOPB,-0.004503806874721234
18306,MRD,-0.25299906488586477
111076,MSNA,0.028686719811282
3161,MUN,-0.21688586203635873
80861,MUS2,-0.7537083206394068
107228,NACA,0.2327449431745011
161,NAH,-0.6512390849818762
138053,NAHA,0.14236298825656557
245,NAJ,-0.596015103929558
122095,NAJA,0.24698393562259657
107701,NAMB,0.006849356961095002
3610,NAWB,0.05329670508028511
106480,NCNA,0.20889918444500616
112778,NJDA,0.36867894334664986
107465,NLDA,0.1723490105747891
143279,NOSA,0.33053748940728894
153,NOW,-0.36441373410718103
14,NPR,-0.28301442253344294
219930,OJR,-0.20360695342244084
3390,OKCB,-0.6396441921099939
28,OKEB,-0.1860222876163494
21889,OYDB,0.047390663687252824
8398,PCH,-0.05377335218314102
143258,PGEA,0.4054910389669357
41,PHA2,-0.3703899277976117
138679,PKNU,-0.06443284004691974
94864,POHB,-0.7340962995302882
3599,PORA,0.1878310055818146
141107,POSB,0.07695494507596573
62,PTK,-0.42776857944170465
143736,PTKA,0.3255780807449658
23568,PUAA,0.2789337377171921
29,PYC,-0.5704985838372244
20783,PYCA,-0.08668574409423123
143124,PYCB,0.01698945417778157
144050,PYSB,-0.06313371637977644
80427,SACA,0.3601781593088489
0,SAJ,-0.3193686754573802
121928,SAJA,0.42331972505270044
143149,SAJB,0.17009263790814225
23512,SCHA,0.12495792161699495
136271,SECA,0.3539597446086639
24,SEHB,-0.04903989617175076
60,SEO2,-0.22465300622081685
174109,SEO3,-0.05958851319635188
3448,SES2,-0.2620344567895104
143148,SESA,0.2985830531200775
112810,SGMA,0.39039885654256035
143052,SGNA,0.3989460703204961
81612,SGP2,-0.3640719611796888
143519,SH2B,0.7082128909137313
125,SHHB,0.1287428136414159
138488,SIG,-0.4176222395540685
143834,SIJA,0.2783101038096409
143118,SKBA,0.3665907212238337
24972,SKC2,-0.039431107957767685
143070,SLSA,0.35928654123983195
21,SMKB,-0.688313666764196
106763,SMWA,0.393202802999303
13,SND,-0.09950633536928878
143119,SNDA,0.31130150176169563
106443,SNGB,0.01658039582150028
143095,SNNA,0.37205502853284583
61,SNU,-0.2574543133769864
75,SOD,-0.5376339285543733
123669,SODA,0.29536665825130143
106428,SUBA,0.398551990867761
3257,SUCA,0.3134138981063997
119,SWO,0.677694314300634
107241,SWO2,-0.2579580469206512
218575,TAHA,0.592859412132983
106548,TAIA,0.23176493646024854
80628,TANB,0.12039537306132293
80527,TBA2,-0.5962124177909587
80912,TEJ2,-0.3751013091234418
5,TJN,-0.09474757015184714
24992,TOHA,0.10004951854085885
80732,TOY2,-0.5443542241905105
6709,UCN,-0.10574818489221925
80975,UDO,-0.2871300314492396
143044,UJBA,0.3169277299007171
90,UJN,-0.12354959248600982
143101,UJNA,0.3346716155513662
22175,ULDB,1.0086284758537623
123594,ULDR,0.1936917321489197
18,ULJ2,-0.06549459543666425
106706,UNCA,0.3903069883705749
176090,UNI,-0.24744507744391397
24672,USN2,-0.6554345465872363
21932,WAN2,-1.379376252799166
177859,WDL,-0.2905969167328657
143390,WICA,0.3669562053176991
156,WID,-0.44785727678685516
12,WJU2,-0.7139109068116348
143058,WNBA,0.3872957991249773
6333,WSN,-0.20309323587354222
143162,YAGA,0.3573720444443272
111382,YALB,0.08546998746861614
113,YAPA,0.23237087582618454
22,YAY,-0.05823127387066878
20777,YAYA,0.16260680894019458
112141,YAYB,0.0761349431689496
143541,YC2B,0.18073754878023038
83,YCH,-0.04470486560757295
143129,YCHB,0.11209945679308234
143393,YDGA,0.24115365485692491
143117,YEAB,0.1173186026495605
241,YEG,-0.8071393500238507
143844,YEGA,0.2564801393497215
23764,YESA,0.2054795323296384
24901,YEYB,-0.06275150992764032
106804,YGAA,0.39170046224602567
143081,YGBA,0.46375295608002187
143810,YGGA,0.4089238263005276
107937,YGJA,0.3199519983857556
6642,YGN,-0.10015464324504905
8376,YIN,0.010787552670736077
80630,YINB,-0.008470824593171144
83201,YJD2,-0.16684002894211203
177245,YJD3,-0.4196344952818691
27,YKB,-0.2851948543513188
20877,YKDB,-0.09179735126347671
64,YNCB,0.5313741513047522
20889,YNDB,-0.018086337621545674
25306,YOA,-0.5622825201977018
20758,YOCB,-0.1078561282673693
20867,YODB,-0.06086211238343112
143046,YOGA,0.2995805610795585
20747,YOJB,-0.009275418177452964
24922,YOW2,-0.35906546374690435
9031,YPD,-0.25358278855032523
21940,YPDB,0.016061707725233586
24837,YSAB,0.056670630184070765
42,YSB,-0.3439325034811825
143865,YSDA,0.2772797916365094
176273,YSUK,-0.5719479558683607
176734,YSUM,-0.18136037487425932
106728,YUGA,0.2815499617863471
